Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
89889,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89890,Segnalazioni,Arredo urbano,Rastrelliere,Danneggiate/incuria
89894,Segnalazioni,,,
89899,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
89906,Segnalazioni,,,
89911,Segnalazioni,,,
89914,Segnalazioni,,,
89918,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
89934,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89946,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89950,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89952,Segnalazioni,,,
89963,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89967,Segnalazioni,,,
89970,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89972,Segnalazioni,Verde pubblico,Siepi/aiuole,Invadenti
89974,Segnalazioni,,,
89994,Segnalazioni,,,
90006,Segnalazioni,,,
90022,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90025,Segnalazioni,,,
90042,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
90054,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90055,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90056,Segnalazioni,Verde pubblico,Siepi/aiuole,Invadenti
90065,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90078,Segnalazioni,Arredo urbano,Recinzioni in muratura,Danneggiate/incuria
90087,Segnalazioni,Animali,Roditori,Presenze
90091,Segnalazioni,Animali,Cani,Abbandonati
90101,Segnalazioni,,,
90102,Segnalazioni,,,
90108,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
90111,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90118,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90124,Segnalazioni,,,
90125,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
90128,Segnalazioni,Animali,Insetti,Altri
90143,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
90154,Segnalazioni,,,
90160,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
90168,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
90169,Segnalazioni,,,
90175,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90572,Segnalazioni,Degrado urbano,Piste ciclabili,Non/mal segnalate
90613,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
90622,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90624,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,
90625,Richieste di informazioni,,,
90630,Segnalazioni,,,
90646,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
90664,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
90667,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90671,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
90675,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
90685,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
90690,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90701,Richieste di informazioni,,,
90717,Segnalazioni,Servizi comunali,Altri servizi,
90731,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
90732,Segnalazioni,Microcriminalità,Vandalismi,
90734,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
90737,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
90751,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90755,Segnalazioni,,,
90759,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90760,Segnalazioni,,,
90761,Segnalazioni,,,
90769,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90772,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Amianto
90773,Segnalazioni,Servizi comunali,Altri servizi,
90777,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
90779,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",
90792,Segnalazioni,Animali,Roditori,Presenze
90798,Segnalazioni,,,
90804,Segnalazioni,,,
90806,Richieste di informazioni,,,
90807,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
90812,Segnalazioni,,,
90825,Segnalazioni,Degrado ambientale,Inquinamento acustico,Rumore da infrastrutture
90829,Segnalazioni,,,
90833,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
90847,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
90861,Segnalazioni,,,
90862,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90863,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90864,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
90867,Segnalazioni,,,
90869,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
90875,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
90881,Segnalazioni,,,
90885,Segnalazioni,,,
90887,Segnalazioni,Arredo urbano,Giochi bimbi,Danneggiati
90891,Segnalazioni,Verde pubblico,,
90905,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
90912,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90917,Segnalazioni,,,
90920,Segnalazioni,,,
90928,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90930,Segnalazioni,,,
90932,Segnalazioni,,,
90944,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
90948,Segnalazioni,,,
90952,Segnalazioni,Animali,Roditori,Presenze
90955,Segnalazioni,,,
90964,Segnalazioni,,,
90978,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
90988,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
91017,Segnalazioni,,,
91020,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
91023,Segnalazioni,,,
91035,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
91047,Richieste di informazioni,,,
91049,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
91056,Richieste di informazioni,,,
91059,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
91074,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
91094,Segnalazioni,,,
91110,Segnalazioni,,,
91112,Segnalazioni,,,
91140,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
91151,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
91158,Segnalazioni,,,
91162,Segnalazioni,Degrado ambientale,Inquinamento acustico,Cantieri e attivitÃ  estrattive
91192,Segnalazioni,,,
91193,Segnalazioni,,,
91204,Segnalazioni,Servizi comunali,Servizi online,
91206,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
91219,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
91247,Segnalazioni,,,
91250,Segnalazioni,,,
91267,Segnalazioni,Attività produttive,Manifestazioni,
91270,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
91278,Segnalazioni,,,
91311,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
91317,Segnalazioni,,,
91334,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
91354,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
91355,Segnalazioni,Arredo urbano,Cartelli toponomastici,Targhe di denominazione delle strade
91357,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
91358,Segnalazioni,,,
91359,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
91369,Segnalazioni,,,
91380,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
91412,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91435,Segnalazioni,Verde privato,Aree verdi,Incuria
91451,Segnalazioni,,,
91452,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91461,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
91468,Segnalazioni,Animali,Roditori,Presenze
91472,Segnalazioni,,,
91493,Segnalazioni,,,
91508,Segnalazioni,Viabilità e traffico,Circolazione,
91511,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
91539,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
91567,Segnalazioni,,,
91574,Segnalazioni,,,
91593,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
91612,Segnalazioni,,,
91613,Segnalazioni,,,
91628,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
91652,Segnalazioni,,,
91653,Segnalazioni,Animali,Roditori,Presenze
91655,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
91657,Segnalazioni,,,
91660,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
91681,Segnalazioni,Servizi comunali,Altri servizi,
91702,Segnalazioni,,,
91713,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
91716,Segnalazioni,Verde privato,Aree verdi,Incuria
91717,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
91718,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Carenti
91720,Segnalazioni,Attività produttive,Manifestazioni,Mancato rispetto orari
91722,Segnalazioni,,,
91745,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
91768,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
91784,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,
91786,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
91788,Segnalazioni,Microcriminalità,Occupazioni abusive,Terreni privati
91791,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
91821,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91828,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91830,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91851,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
91875,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
91882,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
91887,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
91909,Segnalazioni,,,
91912,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
91931,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91932,Segnalazioni,Verde privato,Alberi/rami,Danneggiati/ammalati
91933,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
91938,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
91945,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
91967,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
92024,Segnalazioni,Servizi comunali,Altri servizi,
92043,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
92054,Segnalazioni,Verde pubblico,Siepi/aiuole,Invadenti
92063,Segnalazioni,Animali,Roditori,Presenze
92068,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
92086,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
92122,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
92123,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
92134,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
92137,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
92141,Segnalazioni,,,
92144,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
92179,Segnalazioni,,,
92182,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
92209,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
92215,Segnalazioni,Degrado sociale,Segnalazioni,Punkabbestia
92224,Segnalazioni,,,
92228,Segnalazioni,,,
92231,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
92249,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
92252,Segnalazioni,Animali,Roditori,Presenze
92268,Segnalazioni,Degrado ambientale,Scarichi idrici,Perdite
92284,Segnalazioni,Degrado ambientale,Rifiuti/rottami,
92313,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
92314,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
92317,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
92322,Segnalazioni,,,
92329,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
92356,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
92359,Segnalazioni,,,
92379,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
92383,Segnalazioni,,,
92389,Segnalazioni,,,
92406,Segnalazioni,Animali,Roditori,Presenze
92419,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
92431,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
92433,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
92461,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
92476,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,
92480,Segnalazioni,Degrado ambientale,Rifiuti/rottami,
92495,Segnalazioni,Degrado sociale,Segnalazioni,Prostituzione
92522,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
92523,Segnalazioni,,,
92526,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
92537,Segnalazioni,Servizi comunali,Servizi online,
92539,Segnalazioni,,,
92543,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
92549,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
92559,Segnalazioni,,,
92578,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
92596,Segnalazioni,,,
92608,Segnalazioni,Verde pubblico,Vegetazione spontanea,
92613,Segnalazioni,,,
92619,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
92624,Segnalazioni,Degrado sociale,Segnalazioni,Punkabbestia
92635,Segnalazioni,,,
92636,Segnalazioni,Verde pubblico,Alberi/rami,Carenti
92640,Segnalazioni,,,
92657,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
92685,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
92694,Segnalazioni,Degrado sociale,Segnalazioni,Punkabbestia
92727,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
92735,Segnalazioni,Verde privato,Aree verdi,Incuria
92742,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
92746,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
92759,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
92776,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
92783,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
92784,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
92786,Segnalazioni,Animali,Cani,Presenze
92803,Segnalazioni,,,
92805,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
92810,Segnalazioni,,,
92844,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
92846,Segnalazioni,Degrado urbano,Parcheggi pubblici,Dissestati
92847,Segnalazioni,,,
92848,Segnalazioni,,,
92851,Segnalazioni,,,
92875,Segnalazioni,,,
92925,Richieste di informazioni,,,
92962,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
92971,Segnalazioni,,,
92974,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
92975,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
92976,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
92977,Segnalazioni,,,
92986,Segnalazioni,,,
92999,Segnalazioni,Verde pubblico,Aree sgambatura cani,Incuria
93009,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
93020,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
93021,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
93030,Segnalazioni,Animali,Insetti,Zanzara tigre
93049,Segnalazioni,,,
93055,Segnalazioni,Viabilità e traffico,Circolazione,
93068,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
93070,Segnalazioni,,,
93086,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
93095,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,
93099,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
93104,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
93115,Segnalazioni,,,
93116,Segnalazioni,,,
93117,Segnalazioni,,,
93120,Segnalazioni,,,
93125,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
93143,Segnalazioni,,,
93147,Segnalazioni,,,
93148,Segnalazioni,Degrado sociale,Segnalazioni,
93167,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
93224,Segnalazioni,,,
93255,Segnalazioni,,,
93259,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
93263,Segnalazioni,,,
93311,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
93330,Segnalazioni,,,
93331,Segnalazioni,,,
93335,Segnalazioni,Viabilità e traffico,Circolazione,
93373,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
93393,Segnalazioni,,,
93408,Segnalazioni,,,
93410,Segnalazioni,,,
93412,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
93423,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
93450,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
93452,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
93477,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
93502,Segnalazioni,,,
93527,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Zona traffico limitato
93534,Segnalazioni,Degrado ambientale,,
93535,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
93537,Segnalazioni,,,
93565,Segnalazioni,Verde pubblico,Vegetazione spontanea,
93570,Segnalazioni,Animali,Insetti,Zanzara tigre
93572,Segnalazioni,Servizi comunali,Altri servizi,
93575,Segnalazioni,,,
93603,Segnalazioni,,,
93605,Segnalazioni,,,
93607,Segnalazioni,,,
93615,Segnalazioni,,,
93616,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
93622,Segnalazioni,,,
93635,Segnalazioni,Microcriminalità,Spaccio,
93677,Segnalazioni,,,
93678,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
