X,Y,NUMPROG,CODVIA,CIVICO,SUBCIV,PRINCIPA,CODARCO,CODEDIF,PARTKEY,NCIVSUB,CIVKEY,X_T,Y_T,DATA_ISTI,DATA_CESS,CAP,SERV_RSU,DENOMINAZI,SEZ81,SEZ91,SEZ01,QUARTIERE,ZONA,ISOLATO,MESSI,CODLOTTO,SEZ2011,LOC2011,LOC11_NOME,ID_ENTE,SEZIONE,PLESSO,INDIRIZZO,ACCESSO
682769.597955868,4929887.84315242,4600,19330,23,,1,5301,20323,A944_ 180   79,23,193300023000,682853.1900000001,930086.4100000000,19740822,,40133,,VIA ADOLFO DE CAROLIS,140,756,802,Borgo Panigale - Reno,A,A003,Z14C,0,802,10002,BOLOGNA,A944,211-212-217-218-221-222-225,SCUOLA MEDIA G. DOZZA,"VIA ADOLFO DE CAROLIS, 23",si
681020.826712776,4930701.4084531,4079,24900,59,,1,9560,15023,A944_  96  193,59,249000059000,681104.3800000000,930899.9600000000,19920826,,40132,,VIA GALEAZZA,559,162,168,Borgo Panigale - Reno,C,C155,Z15C,0,168,10002,BOLOGNA,A944,238-239-241-242-259,SCUOLA DUE AGOSTO 1980,"VIA GALEAZZA, 59",si
690225.293539011,4931198.12330222,4082,43970,3,,1,3723,12208,A944_ 129  252,3,439700003000,690309.0000000000,931396.8700000000,19770808,,40127,,VIA ALFREDO PANZINI,541,1019,1086,San Donato - San Vitale,Q,Q120B,Z8C,0,1086,10002,BOLOGNA,A944,358-359-360-361-362-363-364-365-366,SCUOLA D. ROMAGNOLI,"VIA ALFREDO PANZINI, 3",si
688699.640255197,4927901.64205322,4135,31780,10,,1,4415,35689,A944_ 243    5,10,317800010000,688783.3500000000,928100.2800000000,19920827,,40137,,LARGO CARD. GIACOMO LERCARO,502,1368,1353,Santo Stefano,O,O118,Z11A,0,1353,10002,BOLOGNA,A944,171-174-175-176-179-180,SCUOLA DON L. MILANI,"LARGO CARD. GIACOMO LERCARO, 10",si
688809.225164102,4928701.02077822,4163,4000,54,2,1,4422,31700,A944_ 210  828,54/2,040000054020,688892.9300000001,928899.6800000001,19920826,,40138,,VIA AZZURRA,355,1632,1653,San Donato - San Vitale,T,T128,Z10A,0,1653,10002,BOLOGNA,A944,117-118-121-122-125,SCUOLA MATTIUZZI-CASALI,"VIA AZZURRA, 54/2",si
682783.082947124,4929195.75993225,5433,29250,1,,1,133,27158,A944_ 178  279,1,292500001000,682866.6820000000,929394.3100000001,19610919,,40133,,VIA ALESSANDRO GUARDASSONI,152,767,871,Borgo Panigale - Reno,A,A013,Z13C,0,871,10002,BOLOGNA,A944,41-42-43,SCUOLA F. CESANA,"VIA ALESSANDRO GUARDASSONI, 1",si
682773.773789837,4929163.74091268,5434,29250,3,,1,133,27158,A944_ 178  279,3,292500003000,682857.3730000000,929362.2900000000,19610919,,40133,,VIA ALESSANDRO GUARDASSONI,152,767,871,Borgo Panigale - Reno,A,A013,Z13C,0,871,10002,BOLOGNA,A944,210-213-214-215-216,SCUOLA F. CESANA,"VIA ALESSANDRO GUARDASSONI, 3",si
683832.503099941,4928759.82497209,4938,52950,238,,1,4213,31318,A944_ 225  318,238,529500238000,683916.1240000000,928958.3860000001,19000101,,40135,,VIA SARAGOZZA,415,1806,1884,Porto - Saragozza,F,F090A,Z13A,0,1884,10002,BOLOGNA,A944,29-36-39-40-44,SCUOLA ARMANDI AVOGLI,"VIA SARAGOZZA, 238",no
689607.452461486,4929882.31475068,5010,53550,54,2,1,4938,20382,A944_ 173  598,54/2,535500054020,689691.1610000000,930081.0180000000,19350421,,40138,,VIA SCANDELLARA,308,1556,1676,San Donato - San Vitale,T,T054,Z8A,0,1676,10002,BOLOGNA,A944,130-131-132-133,SCUOLA MEDIA JACOPO DELLA QUERCIA,"VIA SCANDELLARA, 54/2",si
685842.98210771,4932210.38701044,6795,18400,29,,1,3520,6858,A944_  70 1446,29,184000029000,685926.6010000000,932409.0710000000,19350916,,40129,,VIA CRISTOFORO DA BOLOGNA,243,275,230,Navile,B,B080,Z5C,0,230,10002,BOLOGNA,A944,270-279-283-289-290,SCUOLA GROSSO,"VIA CRISTOFORO DA BOLOGNA, 29",si
682166.011375009,4929200.50248792,5934,5950,25,,1,7511,26782,A944_ 144   57,25,059500025000,682249.6000000000,929399.0400000000,19730316,,40133,,VIA DEL BECCACCINO,470,805,852,Borgo Panigale - Reno,A,A050,Z13C,0,852,10002,BOLOGNA,A944,219-220-223-224-227-228-229-231,SCUOLA G. MORANDI,"VIA DEL BECCACCINO, 25",si
689701.824106127,4929052.46072535,5985,22320,40,,1,2352,28336,A944_ 217  623,40,223200040000,689785.5410000000,929251.1459999999,19930629,,40139,,VIALE FELSINA,597,2073,2001,Savena,N,N127,Z10B,0,2001,10002,BOLOGNA,A944,371-384-385-386-387-393-394,ISTITUTO PROFESSIONALE E. MANFREDI,"VIALE FELSINA, 40",si
